ID,birth_year,gender,yr_experience,industry,occupation,num_employees,household_size,metro_regional,perc_RW_last_q,pref_perc_RW_last_q,perc_RW_last_yr,pref_perc_RW_last_yr,pref_RW_post_covid,update_RW_agreement_post_covid,worked_RW_past_six_months,frequency_RW,pref_frequency_RW,employer_onsite_policy,perc_required_onsite,employers_policy_suits_me,choose_level_of_RW,choose_which_days_RW,direct_manager_denies_allows_RW,feelings_about_employer_policy,six_months_employer_encouraged_RW,six_months_employer_prepared_employees_for_RW,six_months_common_to_RW,six_months_easy_to_get_permission,six_months_collaborate_easily_RW,pared_collab,six_months_RW_decreases_chance_of_promotion,six_months_take_more_breaks_RW,RW_positive_or_negative_for_employer,who_in_org_is_most_supportive_of_RW,post_covid_employer_would_encourage_RW,post_covid_emplolyer_would_make_changes_to_accomodate_RW,post_covid_more_choice_about_RW,hrs_spent_onsite_preparing_commuting,hrs_spent_onsite_working,hrs_spent_onsite_caring_domestic_activities,hrs_spent_onsite_personal_family_time,hrs_spent_onsite_sleep,hrs_spent_RW_preparing_commuting,hrs_spent_RW_working,hrs_spent_RW_caring_domestic_activities,hrs_spent_RW_personal_family_time,hrs_spent_RW_sleep,RW_paycut_interest,accepted_paycut,six_month_barriers_RW_caring_responsibilities,six_month_barriers_RW_connectivity,six_month_barriers_RW_company_software_systems,six_month_barriers_RW_difficulty_collaborating_remotely,six_month_barriers_RW_poor_management,six_month_barriers_RW_IT_equipment,six_month_barriers_RW_feeling_leftout_isolated,six_month_barriers_RW_extra_costs,six_month_barriers_RW_cyber_security,six_month_barriers_RW_tasks_that_cannot_be_done_remotely,six_month_barriers_RW_workspace_conditions,six_month_barriers_RW_motivation,six_month_barriers_RW_managment_discourages_remote_work,six_month_barriers_RW_living_situation,six_month_barriers_RW_lack_of_RW_skills,six_month_barriers_RW_health_safety_remote,hybrid_biggest_barriers_one,hybrid_smallest_barriers_one,hybrid_biggest_barriers_two,hybrid_smallest_barriers_two,hybrid_biggest_barriers_three,hybrid_smallest_barriers_three,hybrid_biggest_barriers_four,hybrid_smallest_barriers_four,hybrid_biggest_barriers_five,hybrid_smallest_barriers_five,hybrid_biggest_barriers_six,hybrid_smallest_barriers_six,hybrid_biggest_barriers_seven,hybrid_smallest_barriers_seven,hybrid_biggest_barriers_eight,hybrid_smallest_barriers_eight,hybrid_biggest_barriers_nine,hybrid_smallest_barriers_nine,hybrid_biggest_barriers_ten,hybrid_smallest_barriers_ten,hybrid_biggest_barriers_eleven,hybrid_smallest_barriers_eleven,hybrid_biggest_barriers_twelve,hybrid_smallest_barriers_twelve,hybrid_biggest_barriers_thirteen,hybrid_smallest_barriers_thirteen,hybrid_biggest_barriers_fourteen,hybrid_smallest_barriers_fourteen,feel_better_when_RW,pared_wellness,more_active_when_RW,feel_better_seeing_colleagues_onsite,do_you_manage_employees,managed_employees_RW,can_offer_RW_to_managed_employees,offering_RW_retains_employees,offering_RW_recruits_employees,team_works_well_RW,easy_to_manage_employees_RW,easy_to_manage_poor_performers_RW,well_prepared_to_manager_RW,managing_RW_more_results_focused,easy_to_contact_employees_RW,productivity_RW,managed_employees_productivity_RW
263,2000,Female,Between 1 and 5 years,Information Media and Telecommunications,Clerical and administrative workers - Other Clerical and Administrative Workers,More than 200,Single person,Metro,10%,0%,0%,0%,0%,Yes,No,,,No,,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Positive,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,3,Neither agree nor disagree,Strongly disagree,Strongly Positive,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Very unlikely,3,12,0,5,4,3,12,0,5,4,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Significantly worsened,Not a barrier for me,Significantly worsened,Not a barrier for me,Not a barrier for me,Not a barrier for me,Stayed about the same,Not a barrier for me,Not a barrier for me,Interruptions,Lack of privacy,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Interruptions,Difficulty innovating,Difficulty collaborating with remote colleagues,Difficulty innovating,Interruptions,Difficulty innovating,Interruptions,Problems with audio-visual setup,Interruptions,Difficulty collaborating with remote colleagues,Difficulty innovating,Lack of privacy,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Interruptions,Lack of privacy,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Problems with audio-visual setup,Lack of privacy,Interruptions,Lack of privacy,Difficulty collaborating with remote colleagues,Difficulty innovating,Neither agree nor disagree,3,Neither agree nor disagree,Neither agree nor disagree,No,,,,,,,,,,,30%,
490,1992,Female,More than 5 years,Arts and Recreation,Professionals - Arts and Media Professionals,I am a sole trader/owner-operator,Single person,Metro,40%,50%,20%,30%,40%,Yes,Yes,10%,10%,No,,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly Positive,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,3,Somewhat disagree,Somewhat agree,Neither positive nor negative,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,5,3,1,5,10,4,5,1,4,10,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat worsened,Not a barrier for me,Not a barrier for me,Stayed about the same,Not a barrier for me,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,3,Somewhat disagree,Somewhat agree,No,,,,,,,,,,,20%,
337,1991,Male,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,Between 20 and 199,Couple with no dependent children,Metro,0%,0%,10%,10%,0%,Yes,No,,,Yes,100%,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat Positive,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,3,Strongly agree,Somewhat agree,Somewhat Negative,They are about the same,Very unlikely,Very unlikely,Very unlikely,1,9,1,5,8,0,9,1,6,8,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,3,Neither agree nor disagree,Strongly agree,No,,,,,,,,,,,10%,
1024,1986,Male,More than 5 years,Manufacturing,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Group household,Metro,80%,50%,50%,50%,50%,Yes,No,,,Unsure,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly Positive,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,3,Neither agree nor disagree,Somewhat agree,Somewhat Positive,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,2,8,2,4,8,0.5,8,2,5.5,8,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Significantly improved,Not a barrier for me,Not a barrier for me,Somewhat improved,Not a barrier for me,Not a barrier for me,Stayed about the same,Not a barrier for me,Somewhat worsened,Not a barrier for me,Not a barrier for me,Somewhat improved,Not a barrier for me,Interruptions,Noisy work environment,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Interruptions,Difficulty innovating,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Interruptions,Connectivity/internet issues,Interruptions,Noisy work environment,Interruptions,Connectivity/internet issues,Difficulty innovating,Lack of privacy,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Interruptions,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Noisy work environment,Connectivity/internet issues,Interruptions,Lack of privacy,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Neither agree nor disagree,3,Somewhat agree,Neither agree nor disagree,No,,,,,,,,,,,20%,
710,1969,Male,More than 5 years,Financial and Insurance,Managers - Specialist Managers,More than 200,Multiple family household,Metro,100%,50%,100%,50%,50%,Yes,No,,,No,,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat Negative,Neither agree nor disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,3,Neither agree nor disagree,Neither agree nor disagree,Somewhat Negative,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,4,8,0,4,8,0.5,10,2,3.5,8,No,,Not a barrier for me,Somewhat worsened,Significantly worsened,Significantly worsened,Somewhat worsened,Significantly worsened,Significantly worsened,Significantly improved,Stayed about the same,Significantly worsened,Significantly worsened,Somewhat worsened,Stayed about the same,Not a barrier for me,Significantly worsened,Not a barrier for me,Interruptions,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Lack of privacy,Connectivity/internet issues,Interruptions,Connectivity/internet issues,Lack of privacy,Connectivity/internet issues,Interruptions,Interruptions,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Noisy work environment,Lack of privacy,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Interruptions,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Lack of privacy,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Difficulty collaborating with remote colleagues,Noisy work environment,Neither agree nor disagree,3,Neither agree nor disagree,Neither agree nor disagree,Yes,Yes,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,40%,40%
689,1998,Male,More than 5 years,Retail Trade,"Managers - Hospitality, Retail and Service Managers",More than 200,Couple with no dependent children,Regional,0%,10%,0%,20%,0%,No,Yes,10%,10%,Unsure,,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither positive nor negative,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,3,Somewhat disagree,Strongly disagree,Neither positive nor negative,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,1,8,1,6,8,2,8,6,2,6,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Significantly worsened,Somewhat worsened,Not a barrier for me,Significantly worsened,Somewhat worsened,Not a barrier for me,Somewhat worsened,Somewhat worsened,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Difficulty collaborating with remote colleagues,Interruptions,Lack of privacy,Lack of appropriate work and meeting spaces,Interruptions,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Noisy work environment,Difficulty innovating,Problems with audio-visual setup,Interruptions,Problems with audio-visual setup,Connectivity/internet issues,Noisy work environment,Difficulty innovating,Noisy work environment,Connectivity/internet issues,Difficulty innovating,Interruptions,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Noisy work environment,Problems with audio-visual setup,Lack of privacy,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Neither agree nor disagree,3,Strongly agree,Somewhat agree,Yes,No,,,,,,,,,,30%,30%
1029,1961,Female,More than 5 years,Education and Training,Professionals - Education Professionals,Between 20 and 199,Single person,Metro,0%,0%,0%,0%,0%,Yes,No,,,Unsure,,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Positive,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,3,Neither agree nor disagree,Neither agree nor disagree,Strongly Negative,They are about the same,Very unlikely,Very unlikely,Very unlikely,1,8,2,5,8,0,9,2,5,8,No,,Not a barrier for me,Somewhat worsened,Not a barrier for me,Significantly worsened,Not a barrier for me,Not a barrier for me,Somewhat worsened,Not a barrier for me,Not a barrier for me,Significantly worsened,Significantly worsened,Somewhat worsened,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,3,Neither agree nor disagree,Strongly agree,No,,,,,,,,,,,0%,
1142,1992,Male,Between 1 and 5 years,"Transport, Postal and Warehousing",Technicians and trades workers - Automotive and Engineering Trades Workers,Between 5 and 19,Single person,Metro,10%,10%,10%,10%,10%,No,Yes,10%,10%,Yes,90%,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,3,Somewhat disagree,Somewhat disagree,Neither positive nor negative,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Somewhat unlikely,2,8,4,2,8,2,8,3,3,8,No,,Somewhat worsened,Significantly worsened,Somewhat worsened,Significantly worsened,Somewhat worsened,Significantly worsened,Somewhat worsened,Significantly worsened,Somewhat worsened,Significantly worsened,Significantly worsened,Significantly worsened,Somewhat worsened,Significantly worsened,Somewhat worsened,Somewhat worsened,Interruptions,Noisy work environment,Lack of privacy,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Interruptions,Difficulty collaborating with remote colleagues,Difficulty innovating,Connectivity/internet issues,Interruptions,Lack of appropriate work and meeting spaces,Noisy work environment,Difficulty collaborating with remote colleagues,Interruptions,Noisy work environment,Difficulty innovating,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Lack of privacy,Interruptions,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Noisy work environment,Lack of privacy,Lack of appropriate work and meeting spaces,Difficulty innovating,Noisy work environment,Neither agree nor disagree,3,Somewhat disagree,Neither agree nor disagree,No,,,,,,,,,,,30%,
610,1989,Male,More than 5 years,Public Administration and Safety,"Professionals - Legal, Social and Welfare Professionals",More than 200,Couple with dependent children,Regional,80%,80%,70%,70%,60%,Yes,Yes,20%,20%,Yes,50%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Positive,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,3,Somewhat disagree,Somewhat agree,Somewhat Positive,My direct manger(s),Somewhat unlikely,Somewhat likely,Somewhat likely,3,8,5,2,6,1,8,5,4,6,Yes,0.1,Significantly improved,Stayed about the same,Stayed about the same,Significantly worsened,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat improved,Somewhat worsened,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,3,Somewhat agree,Somewhat agree,No,,,,,,,,,,,20%,
126,1995,Male,Between 1 and 5 years,Health Care and Social Assistance,"Managers - Hospitality, Retail and Service Managers",Between 20 and 199,Group household,Metro,50%,50%,50%,50%,70%,Yes,Yes,50%,50%,Yes,50%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Positive,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,3,Neither agree nor disagree,Neither agree nor disagree,Somewhat Positive,My direct manger(s),Neither unlikely or likely,Somewhat likely,Neither unlikely or likely,2,7.5,4,4.5,6,2,7.5,4,4.5,6,No,,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,3,Neither agree nor disagree,Somewhat agree,Yes,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,50%,50%
1344,1977,Male,More than 5 years,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,One parent family with dependent children,Metro,90%,90%,90%,90%,90%,Yes,Yes,70%,50%,Yes,50%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,3,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,My direct manger(s),Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,3,7,5,3,6,1,7,3,4,9,No,,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,3,Neither agree nor disagree,Neither agree nor disagree,Yes,Yes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,50%,50%
1060,1993,Male,Between 6 and 12 months,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,Couple with dependent children,Metro,40%,30%,50%,50%,40%,Yes,Yes,60%,40%,Yes,40%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat Negative,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,3,Neither agree nor disagree,Somewhat agree,Somewhat Positive,My direct manger(s),Neither unlikely or likely,Somewhat unlikely,Somewhat unlikely,5,5,5,5,4,4,4,4,4,8,Yes,0.43,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Interruptions,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Connectivity/internet issues,Connectivity/internet issues,Interruptions,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Noisy work environment,Connectivity/internet issues,Noisy work environment,Lack of appropriate work and meeting spaces,Interruptions,Difficulty collaborating with remote colleagues,Lack of privacy,Noisy work environment,Connectivity/internet issues,Noisy work environment,Difficulty innovating,Interruptions,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Noisy work environment,Problems with audio-visual setup,Interruptions,Difficulty collaborating with remote colleagues,Noisy work environment,Difficulty collaborating with remote colleagues,Neither agree nor disagree,3,Somewhat agree,Somewhat agree,Yes,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,30%,30%
691,1995,Female,Between 1 and 5 years,Manufacturing,Managers - Specialist Managers,Between 20 and 199,One parent family with dependent children,Metro,10%,10%,10%,10%,10%,Yes,Yes,10%,10%,Unsure,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat Positive,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,3,Somewhat agree,Neither agree nor disagree,Neither positive nor negative,They are about the same,Somewhat likely,Neither unlikely or likely,Neither unlikely or likely,0.5,6,5,4,8.5,1,6,5,3,9,Yes,0.01,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Difficulty collaborating with remote colleagues,Noisy work environment,Connectivity/internet issues,Lack of privacy,Connectivity/internet issues,Interruptions,Difficulty innovating,Lack of privacy,Connectivity/internet issues,Interruptions,Problems with audio-visual setup,Interruptions,Problems with audio-visual setup,Interruptions,Difficulty innovating,Lack of privacy,Lack of appropriate work and meeting spaces,Noisy work environment,Problems with audio-visual setup,Interruptions,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Problems with audio-visual setup,Noisy work environment,Difficulty collaborating with remote colleagues,Interruptions,Difficulty collaborating with remote colleagues,Noisy work environment,Neither agree nor disagree,3,Somewhat agree,Somewhat agree,Yes,Yes,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,20%,20%
394,1973,Male,More than 5 years,Public Administration and Safety,Managers - Specialist Managers,Between 20 and 199,Couple with dependent children,Metro,30%,30%,40%,40%,60%,No,Yes,40%,20%,Unsure,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,3,Somewhat agree,Neither agree nor disagree,Neither positive nor negative,Senior leadership,Somewhat unlikely,Neither unlikely or likely,Neither unlikely or likely,2,8,2,4,8,2,8,2,4,8,No,,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Difficulty collaborating with remote colleagues,Interruptions,Problems with audio-visual setup,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Difficulty innovating,Noisy work environment,Noisy work environment,Interruptions,Interruptions,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Difficulty innovating,Noisy work environment,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Lack of privacy,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Lack of privacy,Noisy work environment,Interruptions,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Difficulty innovating,Neither agree nor disagree,3,Somewhat agree,Neither agree nor disagree,Yes,Yes,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,20%,20%
117,1977,Female,More than 5 years,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,Couple with dependent children,Metro,10%,20%,20%,20%,20%,Yes,Yes,20%,20%,No,,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat Positive,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,3,Neither agree nor disagree,Somewhat agree,Somewhat Positive,Senior leadership,Somewhat likely,Very likely,Neither unlikely or likely,1,8,4,4,7,1,8,4,4,7,No,,Stayed about the same,Significantly improved,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat worsened,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Significantly improved,Stayed about the same,Significantly improved,Somewhat improved,Noisy work environment,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Difficulty innovating,Interruptions,Difficulty collaborating with remote colleagues,Difficulty innovating,Connectivity/internet issues,Noisy work environment,Interruptions,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Interruptions,Noisy work environment,Lack of appropriate work and meeting spaces,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty innovating,Interruptions,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Interruptions,Problems with audio-visual setup,Difficulty innovating,Neither agree nor disagree,3,Somewhat agree,Strongly agree,Yes,Yes,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,20%,20%
488,1971,Male,Between 1 and 5 years,Retail Trade,Managers - Specialist Managers,More than 200,Couple with dependent children,Metro,50%,40%,50%,30%,40%,Yes,Yes,10%,10%,Yes,30%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Positive,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,3,Neither agree nor disagree,Neither agree nor disagree,Somewhat Positive,Senior leadership,Somewhat likely,Neither unlikely or likely,Neither unlikely or likely,1,11,2,3,7,1,12,2,4,5,Yes,0.01,Somewhat worsened,Stayed about the same,Somewhat worsened,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Noisy work environment,Interruptions,Problems with audio-visual setup,Connectivity/internet issues,Interruptions,Lack of appropriate work and meeting spaces,Lack of privacy,Connectivity/internet issues,Connectivity/internet issues,Difficulty innovating,Noisy work environment,Interruptions,Problems with audio-visual setup,Interruptions,Noisy work environment,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Noisy work environment,Interruptions,Lack of privacy,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Noisy work environment,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Interruptions,Noisy work environment,Difficulty collaborating with remote colleagues,Neither agree nor disagree,3,Somewhat agree,Somewhat agree,Yes,Yes,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,10%,10%
1250,1969,Male,More than 5 years,Information Media and Telecommunications,Clerical and administrative workers - Inquiry Clerks and Receptionists,More than 200,Couple with no dependent children,Regional,30%,50%,40%,50%,10%,Yes,No,,,Yes,30%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat Positive,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,3,Neither agree nor disagree,Somewhat agree,Neither positive nor negative,Senior leadership,Neither unlikely or likely,Somewhat likely,Somewhat unlikely,1,8,1,7,7,0,8,1,8,7,Yes,0.05,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat worsened,Somewhat improved,Not a barrier for me,Significantly worsened,Somewhat worsened,Somewhat worsened,Stayed about the same,Not a barrier for me,Lack of privacy,Interruptions,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Interruptions,Difficulty innovating,Difficulty innovating,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Noisy work environment,Lack of appropriate work and meeting spaces,Noisy work environment,Interruptions,Difficulty collaborating with remote colleagues,Noisy work environment,Lack of appropriate work and meeting spaces,Lack of appropriate work and meeting spaces,Noisy work environment,Difficulty innovating,Problems with audio-visual setup,Difficulty innovating,Lack of appropriate work and meeting spaces,Noisy work environment,Problems with audio-visual setup,Interruptions,Difficulty collaborating with remote colleagues,Noisy work environment,Problems with audio-visual setup,Neither agree nor disagree,3,Neither agree nor disagree,Neither agree nor disagree,Yes,No,,,,,,,,,,10%,10%
